"project","data_type","habitat","source","scientific_name","kingdom","phylum","class","order","family","genus","species"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Mergus serrator","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus serrator"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Podiceps grisegena","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps grisegena"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Phalaropus lobatus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus lobatus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Buteo jamaicensis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Gavia stellata","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Agelaius vieillot",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris canutus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris canutus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus delawarensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus delawarensis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Columba livia","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Salpinctes obsoletus","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Salpinctes","Salpinctes obsoletus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sterna maxima",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Arenaria interpres","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris alba","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Passerculus sandwichensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Passerculus","Passerculus sandwichensis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sayornis saya","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis saya"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Charadrius semipalmatus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Limnodromus griseus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus griseus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Egretta thula","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta thula"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Charadrius alexandrinus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius alexandrinus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Melospiza melodia","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Actitis macularia",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Melanitta perspicillata","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Aphriza virgata",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus thayeri",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Cyngnus buccinator",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Cathartes aura","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",""
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Heteroscelus incanus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sialia mexicana","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia mexicana"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Aechmophorus occidentalis","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus","Aechmophorus occidentalis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus occidentalis","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Tyrannus verticalis","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus verticalis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris mauri","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris mauri"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Numenius phaeopus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Zonotrichia leucophyrs",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Catoptrophorus semipalmatus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Charadrius wilsonia","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius wilsonia"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Dendroica coronata",,,,,,,
